"control probability (needed if or,hr,smd, es, or wmd)",control stdev (needed if ES or WMD),Stat Value,Plus minus,Stat,output,input,input values,Sensitivity Stat Value,Sensitivity Plus Minus,Specificity Stat Value,Specificity Plus Minus,RR Stat Value,RR plus minus,Type,value1,index1,value2,index2,value3,index3,value4,index4,value5,index5,code,reverse,citation,comment,comment2,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,study_n,study_design,study_population,verification_status
,,1.0989,0.02386,RR,stroke_biomarkers,apoA1_mg_dL,apoA1_mg_dL_quartile_1_.93_and_below,,,,,1.0989,0.0238599999999999,stroke,,,,,,,,,,,,,"<science><title>Apolipoprotein A1, B levels, and their ratio and the risk of a first stroke: a meta-analysis and case-control study</>Hongli Dong, Wei Chen, Xiangyu Wang, Fuhua Pi, Yubin Wu, Shaojie Pang, Yuqing Xie, Fangfang Xia, Qingying Zhang <source>Metab Brain Dis</>2015 Dec;30(6):1319-30<link>https://pubmed.ncbi.nlm.nih.gov/26363640/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,222774.0,meta-analysis,"meta-analysis, cardiovascular",
0.26,,2.94,1.935,OR,stroke_biomarkers,mmp9_ng_ml,mmp9_ng_ml_high_above_59.4,,,,,1.9542674820526456,0.950572285807764,stroke,,,,,,,,,,,,,"<science><title>Meta-analysis of matrix metalloproteinase (MMP)-9 C1562T polymorphism and susceptibility to ischemic stroke in the Chinese population</>Yan Jiang, HongYu Liu, Yukai Wang, Xinxiu Shi, Yankun Shao, and ZhongXin Xu<source>J Int Med Res</> 2020 Jun; 48(6)<link>https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7273867/</></>","FIXED: D was 1.36 (lower CI distance). Correct: MMP9->stroke OR=2.94 (1.58-5.45), pm=1.935. PMID:32485122",,,,,,,,,,,,,,,,,,,,,,,,,,,,7811.0,meta-analysis,meta-analysis,FIXED: pm 1.36->1.935. MMP9->stroke OR=2.94(1.58-5.45). Verified vs PMID:32485122
,,,,,stroke_biomarkers,,,,,,,,,any_of,stroke_biomarkers_yes,,stroke_biomarkers_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0417353444254392,,0.88,0.035,HR,stroke,mediterranean_diet,mediterranean_diet_yes,,,,,0.8822387411632531,0.0344606671157724,stroke,,,,,,,,,,,,,"Ungvari et al 2025 PMID:39777701 - meta-analysis of 21 cohort studies, N>860,000, mediterranean diet adherence and stroke incidence","[substitute] Replaced Sebastian 2024 narrative review (OR=0.63±0.195, n=10,000) with Ungvari 2025 cohort meta (HR=0.88±0.035, n=860,000) for tighter CI and broader population validity. Verified PMID 39777701. | [2026-05-07 bug-fix] trigger mediterranean_diet_no -> mediterranean_diet_yes. Citation Ungvari 2025 (PMID:39777701) reports med-diet adherence as protective (HR=0.88 for adherence vs no-adherence, stroke). Prior trigger was the no-adherence state with RR=0.88 - read literally as ""not-following med-diet protects against stroke"", which is epidemiologically backwards. Fix: keep RR=0.882, flip trigger to the adherence (yes) state.",,,,,,,,,,,,,,,,,,,,,,,,,,,,860000.0,meta-analysis-cohort,"general population, 21 cohort studies pooled",verified
,,1.09,0.05,RR,stroke_risk_behaviors,household_pollution,household_pollution_yes,,,,,1.09,0.05,stroke,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33069303/ - Lee 2020 HAP SR (cerebrovascular RR 1.09), [2026-05-10 fake PMID 7564377 removed; row kept for network structure; needs real citation],,,,,,,,,,,,,,,,,,,,,,,,,,,,15500000.0,meta-analysis,mixed global studies,VERIFIED OK: household air pollution meta-analysis. PMID:33069303
,,1.2,0.25,RR,stroke_risk_behaviors,a1c,a1c_prediabetes_5.7_to_6.4,,,,,1.2,0.25,stroke,,,,,,,,,,,,,"<science><title>Association between prediabetes and risk of cardiovascular disease and all cause mortality: systematic review and meta-analysis</>Yuli Huang, Xiaoyan Cai, Weiyi Mai, Meijun Li, Yunzhao Hu<source>BMJ</>2016 Nov 23;355:i5953<link>https://pubmed.ncbi.nlm.nih.gov/27881363/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,meta-analysis,prospective cohort studies,
,,1.28,0.27,RR,stroke_risk_behaviors,smokeless_tobacco_use,smokeless_tobacco_use_yes,,,,,1.28,0.27,stroke,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/30364426/ - Rostron 2018 smokeless-tobacco circ-disease meta (US stroke RR 1.28),[fix] input ever_vaped -> smokeless_tobacco_use to match the cited Rostron/Hajat/Boffetta smokeless-tobacco meta-analyses. Vaping/smokeless are pharmacologically distinct; previous mapping was an LLM extraction error. Original comment: (none) [2026-05-10 fake PMID 6196954 removed; row kept for network structure; needs real citation],,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,meta-analysis,meta-analysis,
,,1.2013,0.11442,RR,stroke_risk_behaviors,diet_fruits_and_vegetables,diet_fruits_and_vegetables_no,,,,,1.2013,0.1144199999999999,stroke,,,,,,,,,,,,,"<science><title>Fruit and vegetable intake and the risk of cardiovascular disease, total cancer and all-cause mortality-a systematic review and dose-response meta-analysis of prospective studies</>Dagfinn Aune, Edward Giovannucci, Paolo Boffetta, Lars T Fadnes, NaNa Keum, Teresa Norat, Darren C Greenwood, Elio Riboli, Lars J Vatten, Serena Tonstad<source>International Journal of Epidemiology</>Volume 46, Issue 3, June 2017, Pages 1029-1056<link>https://academic.oup.com/ije/article/46/3/1029/3039477</></> [PMID 28338764; added 2026-04-18 via audit]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498909.0,meta-analysis,prospective cohort studies,
,,,,,stroke_risk_behaviors,,,,,,,,,any_of,stroke_risk_behaviors_yes,,stroke_risk_behaviors_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.72,0.74,RR,stroke,hypertension,hypertension_yes,,,,,1.72,0.74,,,,,,,,,,,,,,"<science><title>Associations of blood pressure with cardiovascular and mortality outcomes in over 2 million older persons with or without diabetes mellitus: A systematic review and meta-analysis of 45 cohort studies</>Seidu, et al<source>primary care diabetes</>Volume 17, Issue 6 p554-567 December 2023<link>https://www.primary-care-diabetes.com/action/showPdf?pii=S1751-9918%2823%2900166-3</></> [PMID 37806800; added 2026-04-18 via audit]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta-analysis,prospective cohort studies,"VERIFIED OK: hypertension->stroke C=1.72, D=0.74 matches hw. Blood pressure meta"
,,,,,stroke,stroke_biomarkers,stroke_biomarkers_yes,,,,,,,distal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,stroke,stroke_risk_behaviors,stroke_risk_behaviors_yes,,,,,,,distal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.5,0.2,RR,stroke,five_days_smoke_cigarettes,five_days_smoke_cigarettes_yes,,,,,1.5,0.2,,,,,,,,,,,,,,"<science><title>Effects of smoking on stroke risk</><Shah RS, Cole JW><source>Expert Rev Cardiovasc Ther</>2010<link>https://pubmed.ncbi.nlm.nih.gov/20602553/</></>",Add 2026-05-09 iter2: current smokers RR=1.5 for stroke per Shah meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,meta-analysis,general,
,,3.0,0.6,RR,stroke,age,elderly,,,,,,,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/35943738/ - Tu et al 2022 JAMA Neurol - diverging stroke trends, elderly prevalence 7.4% vs much lower younger; RR ~3-4x",[2026-05-10 user-approved disagreement-resolution pick; replaces deleted iter#1-4 fake-cite row],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.73,0.17,RR,stroke,creatinine_mg_dL,creatinine_mg_dL_high_above_1.2,,,,,,,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/25681099/ - Masson et al 2015 Nephrol Dial Transplant - CKD (eGFR<60) → stroke incidence meta, RR 1.73 (95%CI 1.57-1.90). 2-of-2 quorum.",[2026-05-10 cycle 4: 2-of-2 quorum applied],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,stroke,,,,,,,,,dependency_nhanes_explicit,stroke_yes,1,stroke_no,2,,,,,,,MCQ160F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.044,,0.62,0.255,OR,heart_attack,mediterranean_diet,mediterranean_diet_yes,,,,,0.6305426735009357,0.2550514486794226,,,,,,,,,,,,,,"<science><title>Long-term impact of mediterranean diet on cardiovascular disease prevention: A systematic review and meta-analysis of randomized controlled trials</><>Sebastian PJ, Padda IS, Johal G<source>Curr Probl Cardiol</>2024;49(5):102462<link>https://pubmed.ncbi.nlm.nih.gov/38431146/</></>","FIXED: was HR=0.7 from Pignatelli 2018 (narrative review). Updated to Sebastian 2024 pooled RCTs (4 RCTs, n=10,054). MI: OR=0.62 (0.41-0.92). Also: MACE OR=0.52 (0.32-0.84), CV death OR=0.54 (0.31-0.94).; [autofill Apr-20] col A updated to NHANES P0 per , 2026 convention",,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,narrative review,FIXED: pm 0.22->0.19. med_diet->MI HR=0.70(0.54-0.92). Verified vs PREDIMED NEJM
,,1.78,0.2,RR,heart_attack,metabolic_syndrome,metabolic_syndrome_yes,,,,,1.78,0.1999999999999999,,,,,,,,,,,,,,"<science><title>Metabolic Syndrome and Risk of Incident Cardiovascular Events and Death: A Systematic Review and Meta-Analysis of Longitudinal Studies</>S. Gami, Brandi J. Witt, Daniel E. Howard, Patricia J. Erwin, Lisa A. Gami, Virend K. Somers, Victor M. Montori<source>Journal of the American College of Cardiology</>Volume 49, Issue 4, 30 January 2007, Pages 403-414<link>https://doi.org/10.1https://www.sciencedirect.com/science/article/pii/S0735109706026581</></> [PMID 17258085; added 2026-04-18 via audit]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,172573.0,meta-analysis,"meta-analysis, prospective studies",
,,,,,heart_attack,heart_attack_naive,heart_attack_yes,,,,,,,equivalent_to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.5,0.3,RR,heart_attack,five_days_smoke_cigarettes,five_days_smoke_cigarettes_yes,,,,,2.5,0.3,,,,,,,,,,,,,,"<science><title>Smoking and Risk of Coronary Heart Disease in Younger, Middle-Aged, and Older Adults: A Pooled Analysis</><Mons U et al UKBB><source>BMJ</>2015 Apr 20;350:h1551<link>https://pubmed.ncbi.nlm.nih.gov/25896935/</></>",Add 2026-05-09: current smokers RR=2.5 vs never per Mons UKBB pooled meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,meta-analysis,general,
,,2.5,0.3,RR,heart_attack,diabetes,diabetes_yes,,,,,2.5,0.3,,,,,,,,,,,,,,"<science><title>Diabetes mellitus, fasting blood glucose concentration, and risk of vascular disease: a collaborative meta-analysis of 102 prospective studies</><Emerging Risk Factors Collaboration><source>Lancet</>2010<link>https://pubmed.ncbi.nlm.nih.gov/20609967/</></>",Add 2026-05-09: diabetes RR=2.5 for incident MI per ERFC 102-study meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,meta-analysis,general,
,,1.91,0.4,OR,heart_attack,hypertension,hypertension_yes,,,,,,,,,,,,,,,,,,,,"https://pubmed.ncbi.nlm.nih.gov/15364185/ - Yusuf et al 2004 Lancet INTERHEART - hypertension OR=1.91 for acute MI (15,152 cases / 14,820 controls, 52 countries; PAR 17.9%)",[2026-05-10 user-approved disagreement-resolution pick; replaces deleted iter#1-4 fake-cite row],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.5,0.5,RR,heart_attack,age,elderly,,,,,,,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/37087452/ - Salari et al 2023 Eur J Med Res - global MI prevalence 9.5% (≥60y) vs 3.8% (<60y); RR ~2.5,[2026-05-10 user-approved disagreement-resolution pick; replaces deleted iter#1-4 fake-cite row],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.54,0.09,OR,heart_attack_classical_risks,total_cholesterol_mg_dL,total_cholesterol_mg_dL_high_240_and_above,,,,,,,heart_attack,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/22607825/ - Voight 2012 Lancet MR - LDL per +1 SD → CAD OR 1.54 (proxied here via elevated total cholesterol). 2-of-3 quorum (B+C).,[2026-05-11 cycle 5: distal-aggregator leaf - Type=heart_attack activates distal routing],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.2,0.09,RR,heart_attack_classical_risks,sedentariness,sedentariness_high,,,,,,,heart_attack,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/27628572/ - Wahid 2016 JAHA - physical inactivity → CV events RR 1.20 (95%CI 1.12-1.30). 2-of-3 quorum (A+C).,[2026-05-11 cycle 5: distal-aggregator leaf - Type=heart_attack activates distal routing],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.52,0.14,RR,heart_attack_classical_risks,creatinine_mg_dL,creatinine_mg_dL_high_above_1.2,,,,,,,heart_attack,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/27543718/ - Vashistha 2016 Int J Cardiol - CKD (eGFR<60) → MI RR 1.52 (95%CI 1.39-1.67). 2-of-3 quorum (B+C).,[2026-05-11 cycle 5: distal-aggregator leaf - Type=heart_attack activates distal routing],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.47,0.29,HR,heart_attack_classical_risks,heart_rate_anomaly,heart_rate_anomaly_yes,,,,,,,heart_attack,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/27673698/ - Guo 2016 Atherosclerosis - atrial fibrillation → MI HR 1.47 (proxied via heart_rate_anomaly). 2-of-3 quorum (B+C).,[2026-05-11 cycle 5: distal-aggregator leaf - Type=heart_attack activates distal routing],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,heart_attack_classical_risks,,,,,,,,,any_of,heart_attack_classical_risks_yes,,heart_attack_classical_risks_no,,,,,,,,,,,[2026-05-11 cycle 5: any_of aggregator definition for distal bundling 4 classical heart-attack risk factors],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,heart_attack,heart_attack_classical_risks,heart_attack_classical_risks_yes,,,,,,,distal,,,,,,,,,,,,,"Distal-link row: aggregator-to-disease RR is computed from leaves (LDL/inactivity/CKD/AF), not specified here. See heart_attack_classical_risks leaves.",[2026-05-11 cycle 5: distal link - all Stat columns blank per manual §562 to let distal code compute edge RR from leaves],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,heart_attack,,,,,,,,,dependency_nhanes_explicit,heart_attack_yes,1,heart_attack_no,2,,,,,,,MCQ160E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,stroke_or_heart_attack,heart_attack,heart_attack_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,stroke_or_heart_attack,stroke,stroke_yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,stroke_or_heart_attack,,,,,,,,,any_of,stroke_or_heart_attack_yes,,stroke_or_heart_attack_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.53,0.27,RR,cardiovascular_state,metabolic_syndrome,metabolic_syndrome_yes,,,,,1.53,0.27,cardiovascular_disease,,,,,,,,,,,,,"<science><title>Metabolic Syndrome and Risk of Cardiovascular Disease: A Meta-Analysis</>Galassi, et al<source>the american journal of medicine</>Volume 119, Issue 10 p812-819 October 2006<link>https://www.amjmed.com/article/S0002-9343(06)00280-4/abstract</></> [PMID 17000207; added 2026-04-18 via audit]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,172573.0,meta-analysis,meta-analysis,
,,1.26,0.3,RR,cardiovascular_state,hypertension,hypertension_yes,,,,,1.26,0.3,cardiovascular_disease,,,,,,,,,,,,,"<science><title>Associations of blood pressure with cardiovascular and mortality outcomes in over 2 million older persons with or without diabetes mellitus: A systematic review and meta-analysis of 45 cohort studies</>Seidu, et al<source>primary care diabetes</>Volume 17, Issue 6 p554-567 December 2023<link>https://www.primary-care-diabetes.com/action/showPdf?pii=S1751-9918%2823%2900166-3</></> [PMID 37806800; added 2026-04-18 via audit]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meta-analysis,prospective cohort studies,
0.25,,1.88,0.25,OR,cardiovascular_state,mtDNA_copy_number,"mtDNA_copy_number_quartile_1_below_120, mtDNA_copy_number_quartile_2_121_to_135",,,,,1.540983606557377,0.1327762631448501,cardiovascular_disease,,,,,,,,,,,,,"<science><title>Association between mitochondrial DNA copy number and cardiovascular disease: Current evidence based on a systematic review and meta-analysis</>Peng Yue, Siyuan Jing, Lei Liu, Fan Ma, Yi Zhang, Chuan Wang, Hongyu Duan, Kaiyu Zhou, Yimin Hua, Gang Wu, Yifei Li<source>PLoS One</>2018 Nov 7;13(11):e0206003<link>https://pubmed.ncbi.nlm.nih.gov/30403687/</></>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8252.0,meta-analysis,"meta-analysis, cardiovascular",
0.25,,2.15,0.86,OR,cardiovascular_state,mtDNA_copy_number,mtDNA_copy_number_quartile_1_below_120,,,,,1.6699029126213591,0.4671057098241562,cardiovascular_disease,,,,,,,,,,,,,"<science><title>Association between mitochondrial DNA copy number and cardiovascular disease: Current evidence based on a systematic review and meta-analysis</>Peng Yue, Siyuan Jing, Lei Liu, Fan Ma, Yi Zhang, Chuan Wang, Hongyu Duan, Kaiyu Zhou, Yimin Hua, Gang Wu, Yifei Li<source>PLoS One</>2018 Nov 7;13(11):e0206003<link>https://pubmed.ncbi.nlm.nih.gov/30403687/</></>","FIXED: D was 0.69 (lower CI distance). Correct: mtDNA->CVD OR=2.15 (1.46-3.18), pm=0.86. PMID:30403687",,,,,,,,,,,,,,,,,,,,,,,,,,,,8252.0,meta-analysis,"meta-analysis, cardiovascular",FIXED: P0 0.69->0.86. mtDNA->CVD OR=2.15(1.46-3.18). Verified vs PMID:30403687
,,,,,cardiovascular_state,,,,,,,,,any_of,cardiovascular_state_yes,,cardiovascular_state_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.087,0.047,RR,cardiovascular_disease,diet_fruits_and_vegetables,diet_fruits_and_vegetables_no,,,,,1.087,0.0469999999999999,,,,,,,,,,,,,,"<science><title>Fruit and vegetable intake and the risk of cardiovascular disease, total cancer and all-cause mortality-a systematic review and dose-response meta-analysis of prospective studies</>Dagfinn Aune, Edward Giovannucci, Paolo Boffetta, Lars T Fadnes, NaNa Keum, Teresa Norat, Darren C Greenwood, Elio Riboli, Lars J Vatten, Serena Tonstad<source>International Journal of Epidemiology</>Volume 46, Issue 3, June 2017, Pages 1029-1056<link>https://academic.oup.com/ije/article/46/3/1029/3039477</></> [PMID 28338764; added 2026-04-18 via audit]","had to take recipricol of study so it would make sense in the ""any_of""",,,,,,,,,,,,,,,,,,,,,,,,,,,,1498909.0,meta-analysis,prospective cohort studies,
,,1.85,0.771,RR,cardiovascular_disease,healthy_lifestyle,healthy_lifestyle_no,,,,,1.85,0.7709999999999999,,,,,,,,,,,,,,"<science><title>Lifestyle Indices and Cardiovascular Disease Risk: A Meta-analysis</>Janett Barbaresko, Johanna Rienks, Ute Nöthlings<source>Am J Prev Med</>2018 Oct;55(4):555-564<link>https://pubmed.ncbi.nlm.nih.gov/30241617/</></>","had to take recipricol of study so it would make sense in the ""any_of""",,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,meta-analysis,meta-analysis,
,,,,,cardiovascular_disease,cardiovascular_state,cardiovascular_state_yes,,,,,,,distal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.249,,1.143,0.364,HR,healthy_lifestyle,daily_time_sitting,daily_time_sitting_12_or_more_hours,,,,,1.1210073767185924,0.3180425403836293,cardiovascular_disease,,,,,,,,,,,,,"<science><title>Sedentary time and its association with risk for disease incidence, mortality, and hospitalization in adults: a systematic review and meta-analysis</>Aviroop Biswas, Paul I Oh, Guy E Faulkner, Ravi R Bajaj, Michael A Silver, Marc S Mitchell, David A Alter<source>Ann Intern Med</>2015 Jan 20;162(2):123-32<link>https://pubmed.ncbi.nlm.nih.gov/25599350/</></>",restored Type=cardiovascular_disease (wiped between 973e58d fix and 4a599ed; data_check caught it),,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,meta-analysis,prospective cohort studies,"FIXED P0: was 0.31, corrected to 0.2490 (output NHANES prior)"
,,,,,cardiovascular_disease,,,,,,,,,dependency_priors,cardiovascular_disease_yes,0.249,cardiovascular_disease_no,0.751,,,,,,,,,<science><title>A Nationwide Framework for Surveillance of Cardiovascular and Chronic Lung Diseases</>Institute of Medicine (US) Committee on a National Surveillance System for Cardiovascular and Select Chronic Diseases.<source>National Academies Press</>2011<link>https://www.ncbi.nlm.nih.gov/books/NBK83160/</></>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,CDC framework,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,heart_disease,coronary_artery_disease,coronary_artery_disease_yes,,,,,,,is_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,heart_disease,cardiovascular_disease,cardiovascular_disease_yes,,,,,,,subsumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.17,0.08,RR,heart_disease,smokeless_tobacco_use,smokeless_tobacco_use_yes,,,,,1.17,0.08,,,,,,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/30364426/ - Rostron 2018 (US heart disease RR 1.17),[fix] input ever_vaped -> smokeless_tobacco_use to match the cited Rostron/Hajat/Boffetta smokeless-tobacco meta-analyses. Vaping/smokeless are pharmacologically distinct; previous mapping was an LLM extraction error. Original comment: (none) [2026-05-10 fake PMID 6196954 removed; row kept for network structure; needs real citation],,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,meta-analysis,meta-analysis,
,,,,,heart_disease,,,,,,,,,dependency_priors,heart_disease_yes,0.055,heart_disease_no,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,lower_urinary_tract_symptoms,,,,,,,,,discrete_priors,lower_urinary_tract_symptoms_yes,0.228,lower_urinary_tract_symptoms_no,0.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,1.06,RR,cardiac_event,endothelial_progenitor_cell,endothelial_progenitor_cell_expression_high_above_200_not,,,,,2.0,1.06,,,,,,,,,,,,,,"<science><title>Levels of Circulating Progenitor Cells, Cardiovascular Outcomes and Death: A Meta-Analysis</><>Rigato M, Avogaro A, Fadini GP<source>Circ Res</>2016;118(12):1930-1939<link>https://pubmed.ncbi.nlm.nih.gov/27073015/</></>","[cycle10 C2 Apr29] Corrected input value from 'high_above_200' to 'high_above_200_not' (= LOW EPC). RR=2.0 unchanged - this is a labeling correction, not an effect inversion. Per PMID 27073015 (Rigato et al. 2016 Circ Res 'Levels of Circulating Progenitor Cells, Cardiovascular Outcomes and Death: A Meta-Analysis'): 'reduced CPC/EPC levels were associated with a ~2-fold increased risk of future cardiovascular events and cardiovascular death' with comparison 'low versus high'. Original LLM extraction attached the 2-fold RR to the high subgroup; the paper's comparison places it on the low subgroup. FIXED: was RR=3.9 from cardiac catheterization lab (Schmidt-Lucke). Replaced with Rigato/Fadini 2016 meta-analysis (21 studies, n=4155). Low CPC/EPC ~2x CV risk. HR=2.00 (1.20-3.32) from Patel 2015 pooled analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0,unknown,prospective cohort,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"<science><title>Association between dietary fiber intake and risk of coronary heart disease: A meta-analysis</><>Wu Y, Qian Y, Pan Y, Li P, Yang J, Ye X, Xu G<source>Clin Nutr</>2015 Aug;34(4):603-611<link>https://pubmed.ncbi.nlm.nih.gov/24929874/</></>","dietary_fiber->cardiac_event RR=0.93, no source listed. Citation added: Wu 2015 (18 studies, n=672408). RR=0.93 (0.91-0.96) highest vs lowest fiber. | [csv-direct blank] cardiac_event ← dietary_fiber: dir-wrong (lit=0.93, qRR=1.10); subnet shows promotion abstain-d → descrK12; orig F=cardiac_event G=dietary_fiber_gm H=dietary_fiber_gm_quartile_4 M=0.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.001072612,,1.68,0.685,OR,cardiac_event,lower_urinary_tract_symptoms,lower_urinary_tract_symptoms_yes,,,,,1.6787755411422995,0.6837702048689809,,,,,,,,,,,,,,"<science><title>Male Lower Urinary Tract Symptoms and Cardiovascular Events: A Systematic Review and Meta-analysis</>Mauro Gacci et al<source>European Urology</>Volume 70, Issue 5, November 2016, Pages 788-796<link>https://www.sciencedirect.com/science/article/abs/pii/S0302283816304055?via%3Dihub</></> [PMID 27451136; added 2026-04-18 via audit]","FIXED P0: was 0.228. cardiac_event P0 was 0.228 (study control group), should be population prevalence ~0.001; [autofill Apr-20] col A updated to NHANES P0 per , 2026 convention",,,,,,,,,,,,,,,,,,,,,,,,,,,,25020.0,meta-analysis,meta-analysis,FIXED: P0 0.228->0.001 + pm 0.55->0.685. LUTS->cardiac OR=1.68(1.13-2.50). Verified vs PMID:27451136
